
SetupTitle, Backgate Breakdown
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V2
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 20
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I2
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/25/2019 20:25:54
MetaData, TestRecord.TestTarget, Al2O3_2.0_5
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c63d0998-98c2-4f32-9998-8fa89ae8225b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 40
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.9E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.051
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -7.6470588241141875E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -7.6470588241141875E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -7.6470588241141875E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -7.6470588241141875E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.25
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -7.6470588241141875E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:MP, Name=V2, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=40 V, Step=400 mV, No. of Steps=101, Compliance=50 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=V1, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Backgate Breakdown
Dimension1, 202, 202
Dimension2, 1, 1
DataName, V2, I2
DataValue, 0, 3.9900000000000006E-12
DataValue, 0.4, 5.43E-12
DataValue, 0.8, 3.0530000000000003E-11
DataValue, 1.2, 6.871E-11
DataValue, 1.6, 1.6403E-10
DataValue, 2, 1.4853E-09
DataValue, 2.4, 8.39158E-08
DataValue, 2.8000000000000003, 1.0859E-06
DataValue, 3.2, 9.4067000000000009E-06
DataValue, 3.6, 2.1552E-05
DataValue, 4, 6.0756E-05
DataValue, 4.4, 8.5386E-05
DataValue, 4.8, 0.0001552
DataValue, 5.2, 0.0003222
DataValue, 5.6000000000000005, 0.05
DataValue, 6, 0.050004000000000007
DataValue, 6.4, 0.050006
DataValue, 6.8, 0.050008000000000004
DataValue, 7.2, 0.050004000000000007
DataValue, 7.6000000000000005, 0.050004000000000007
DataValue, 8, 0.050002000000000005
DataValue, 8.4, 0.050006
DataValue, 8.8, 0.050006
DataValue, 9.2000000000000011, 0.050002000000000005
DataValue, 9.6, 0.050006
DataValue, 10, 0.050002000000000005
DataValue, 10.4, 0.050002000000000005
DataValue, 10.8, 0.050004000000000007
DataValue, 11.200000000000001, 0.05
DataValue, 11.6, 0.050004000000000007
DataValue, 12, 0.049996000000000006
DataValue, 12.4, 0.050004000000000007
DataValue, 12.8, 0.050002000000000005
DataValue, 13.200000000000001, 0.050002000000000005
DataValue, 13.6, 0.050004000000000007
DataValue, 14, 0.050002000000000005
DataValue, 14.4, 0.050004000000000007
DataValue, 14.8, 0.050002000000000005
DataValue, 15.200000000000001, 0.050002000000000005
DataValue, 15.6, 0.050004000000000007
DataValue, 16, 0.050004000000000007
DataValue, 16.4, 0.050004000000000007
DataValue, 16.8, 0.050002000000000005
DataValue, 17.2, 0.050004000000000007
DataValue, 17.6, 0.050002000000000005
DataValue, 18, 0.050004000000000007
DataValue, 18.400000000000002, 0.050002000000000005
DataValue, 18.8, 0.05
DataValue, 19.2, 0.050006
DataValue, 19.6, 0.050004000000000007
DataValue, 20, 0.050004000000000007
DataValue, 20.400000000000002, 0.050004000000000007
DataValue, 20.8, 0.050002000000000005
DataValue, 21.2, 0.050004000000000007
DataValue, 21.6, 0.050002000000000005
DataValue, 22, 0.050006
DataValue, 22.400000000000002, 0.050004000000000007
DataValue, 22.8, 0.050004000000000007
DataValue, 23.2, 0.050004000000000007
DataValue, 23.6, 0.050002000000000005
DataValue, 24, 0.050004000000000007
DataValue, 24.400000000000002, 0.050004000000000007
DataValue, 24.8, 0.050004000000000007
DataValue, 25.2, 0.050002000000000005
DataValue, 25.6, 0.050002000000000005
DataValue, 26, 0.050002000000000005
DataValue, 26.400000000000002, 0.050004000000000007
DataValue, 26.8, 0.050004000000000007
DataValue, 27.2, 0.050002000000000005
DataValue, 27.6, 0.050004000000000007
DataValue, 28, 0.050004000000000007
DataValue, 28.400000000000002, 0.050002000000000005
DataValue, 28.8, 0.050002000000000005
DataValue, 29.2, 0.050002000000000005
DataValue, 29.6, 0.050004000000000007
DataValue, 30, 0.050002000000000005
DataValue, 30.400000000000002, 0.050004000000000007
DataValue, 30.8, 0.050004000000000007
DataValue, 31.2, 0.050004000000000007
DataValue, 31.6, 0.050004000000000007
DataValue, 32, 0.050002000000000005
DataValue, 32.4, 0.050004000000000007
DataValue, 32.8, 0.050004000000000007
DataValue, 33.2, 0.050002000000000005
DataValue, 33.6, 0.050004000000000007
DataValue, 34, 0.050002000000000005
DataValue, 34.4, 0.050002000000000005
DataValue, 34.800000000000004, 0.050002000000000005
DataValue, 35.2, 0.050004000000000007
DataValue, 35.6, 0.050002000000000005
DataValue, 36, 0.050004000000000007
DataValue, 36.4, 0.050004000000000007
DataValue, 36.800000000000004, 0.050004000000000007
DataValue, 37.2, 0.050002000000000005
DataValue, 37.6, 0.050004000000000007
DataValue, 38, 0.050004000000000007
DataValue, 38.4, 0.050004000000000007
DataValue, 38.800000000000004, 0.050002000000000005
DataValue, 39.2, 0.050002000000000005
DataValue, 39.6, 0.050004000000000007
DataValue, 40, 0.050002000000000005
DataValue, 40, 0.050004000000000007
DataValue, 39.6, 0.050002000000000005
DataValue, 39.2, 0.050004000000000007
DataValue, 38.800000000000004, 0.050004000000000007
DataValue, 38.4, 0.050004000000000007
DataValue, 38, 0.050004000000000007
DataValue, 37.6, 0.050004000000000007
DataValue, 37.2, 0.050002000000000005
DataValue, 36.800000000000004, 0.050004000000000007
DataValue, 36.4, 0.050002000000000005
DataValue, 36, 0.050004000000000007
DataValue, 35.6, 0.050004000000000007
DataValue, 35.2, 0.050002000000000005
DataValue, 34.800000000000004, 0.050002000000000005
DataValue, 34.4, 0.050004000000000007
DataValue, 34, 0.050002000000000005
DataValue, 33.6, 0.050004000000000007
DataValue, 33.2, 0.050002000000000005
DataValue, 32.8, 0.050002000000000005
DataValue, 32.4, 0.050004000000000007
DataValue, 32, 0.050002000000000005
DataValue, 31.6, 0.050002000000000005
DataValue, 31.2, 0.050002000000000005
DataValue, 30.8, 0.050002000000000005
DataValue, 30.400000000000002, 0.050002000000000005
DataValue, 30, 0.050004000000000007
DataValue, 29.6, 0.050004000000000007
DataValue, 29.2, 0.050004000000000007
DataValue, 28.8, 0.050006
DataValue, 28.400000000000002, 0.050004000000000007
DataValue, 28, 0.050004000000000007
DataValue, 27.6, 0.050002000000000005
DataValue, 27.2, 0.050004000000000007
DataValue, 26.8, 0.050004000000000007
DataValue, 26.400000000000002, 0.050004000000000007
DataValue, 26, 0.050002000000000005
DataValue, 25.6, 0.050004000000000007
DataValue, 25.2, 0.050002000000000005
DataValue, 24.8, 0.050006
DataValue, 24.400000000000002, 0.050004000000000007
DataValue, 24, 0.050004000000000007
DataValue, 23.6, 0.050004000000000007
DataValue, 23.2, 0.050004000000000007
DataValue, 22.8, 0.050004000000000007
DataValue, 22.400000000000002, 0.050002000000000005
DataValue, 22, 0.050002000000000005
DataValue, 21.6, 0.05
DataValue, 21.2, 0.050004000000000007
DataValue, 20.8, 0.050002000000000005
DataValue, 20.400000000000002, 0.050002000000000005
DataValue, 20, 0.050002000000000005
DataValue, 19.6, 0.050004000000000007
DataValue, 19.2, 0.050004000000000007
DataValue, 18.8, 0.050004000000000007
DataValue, 18.400000000000002, 0.050002000000000005
DataValue, 18, 0.050004000000000007
DataValue, 17.6, 0.050004000000000007
DataValue, 17.2, 0.050004000000000007
DataValue, 16.8, 0.050002000000000005
DataValue, 16.4, 0.050002000000000005
DataValue, 16, 0.050004000000000007
DataValue, 15.6, 0.050004000000000007
DataValue, 15.200000000000001, 0.050004000000000007
DataValue, 14.8, 0.050002000000000005
DataValue, 14.4, 0.050004000000000007
DataValue, 14, 0.050004000000000007
DataValue, 13.6, 0.050002000000000005
DataValue, 13.200000000000001, 0.050004000000000007
DataValue, 12.8, 0.050002000000000005
DataValue, 12.4, 0.050004000000000007
DataValue, 12, 0.050004000000000007
DataValue, 11.6, 0.050004000000000007
DataValue, 11.200000000000001, 0.050002000000000005
DataValue, 10.8, 0.050002000000000005
DataValue, 10.4, 0.050004000000000007
DataValue, 10, 0.050004000000000007
DataValue, 9.6, 0.050004000000000007
DataValue, 9.2000000000000011, 0.050004000000000007
DataValue, 8.8, 0.050004000000000007
DataValue, 8.4, 0.050004000000000007
DataValue, 8, 0.050004000000000007
DataValue, 7.6000000000000005, 0.050004000000000007
DataValue, 7.2, 0.050002000000000005
DataValue, 6.8, 0.050002000000000005
DataValue, 6.4, 0.050002000000000005
DataValue, 6, 0.050004000000000007
DataValue, 5.6000000000000005, 0.050004000000000007
DataValue, 5.2, 0.050004000000000007
DataValue, 4.8, 0.050002000000000005
DataValue, 4.4, 0.050004000000000007
DataValue, 4, 0.050004000000000007
DataValue, 3.6, 0.050004000000000007
DataValue, 3.2, 0.050002000000000005
DataValue, 2.8000000000000003, 0.050004000000000007
DataValue, 2.4, 0.041266000000000004
DataValue, 2, 0.027654
DataValue, 1.6, 0.014306000000000001
DataValue, 1.2, 0.0077948
DataValue, 0.8, 0.0036582
DataValue, 0.4, 0.0014276
DataValue, 0, -4.5525000000000009E-06
